16,,Achillea,,millefolium,'Cerise Queen',,,Short and stocky Achillea with deep cherry red flowers packed in tight flat heads. Easy to grow adaptable perennial which forms Dense ground cover. 60cm. Full sun. Any soil,,1,0,A\Achillea  Summerwine.JPG,A\Achillea  Summerwine #2.JPG,,,0,Default,1,,0
17,,Achillea,,millefolium,'Lilac Beauty',,,Dense clumps of feathery leaves extending right up the stems to the heads of lavender flowers. An easily pleased & rewarding perennial Full sun. Succeeds well on poor soils. 75cm,,1,0,A\Achillea Lilac Beauty.JPG,,,,0,Default,1,,0
18,,Achillea,,millefolium,'Paprika',,ACHIP,Short and stocky Achillea with deep cherry red flowers packed in tight flat heads. Easy to grow adaptable perennial which forms Dense ground cover. 60cm. Full sun. Any soil,1L,1,0,A\Achillea millefolium Paprika (microprop) #1.jpg,,,,0,Achillea orange,0,,0
19,,Achillea,,millefolium,'Summer Berries',,ACHSUMMW,Tiny flowers crowded in dense flat heads in a selection of colours are a magnet to bees and other insects. Dense foliage clumps spread well to cover the ground. Excellent easily grown perennial for any soil in full sun. 75cm. Re blooms over long period if,1L,1,0,A\Achillea  Summerwine #2.JPG,A\Achillea  Summerwine.JPG,,,0,Default,1,,0
20,,Achillea,,ptarmica,'The Pearl',,,A haze of pure white button flowers carried on stout branching stems. Equally beautiful when adding 'froth' to either mixed planting or a vase of cut flowers. 60cm - spreading,,1,0,A\Achillea ptarmica The Pearl.jpg,,,,0,Default,1,,0
21,,Achillea,,,'Belle Epoque',,,An excellent achillea with broad heads of flowers and sea-green foliage. Flower colour fades as the flowers age from a rich scarlet to a faded old-rose giving a pretty two-toned effect. Plants have a compact habit and good ability to stay upright. 50cm. S,,1,0,A\Achillea Belle Epoch #2.JPG,,,,0,Default,1,,0
22,,Achillea,,,'Credo',,ACHCREDO,Dense clumps of feathery leaves extending right up the stems to the heads of Pale lemon flowers. An easily pleased & rewarding perennial Full sun. Succeeds well on poor soils. 75cm,1L,1,0,A\Achillea Credo #2.jpg,,,,0,Default,0,,0
23,,Achillea,,,'Faust',,ACHFAUST,Domed saucers consisting of hundreds of small deep red flowers are borne in a long succession from june to September above evergreen ferny foliage. To 60cm when in flower,1L,1,0,A\Achillea Faust #1.JPG,A\Achillea Faust #2.JPG,,A\Achillea Faust.jpg,0,Achillea Red,0,,0
24,,Achillea,,,'Feuerland',Yarrow,,Broad flat heads containing a myriad of tiny flowers open scarlet and fade through burnt orange to tawny gold. Flowers July to September. For a sunny spot.,,1,0,A\Achillea Feuerland.jpg,,,,0,Bergenia,1,,0
25,,Achillea,,,'Lachsschonheit',(Salmon Beauty) (Galaxy Series),ACHLACH,Flat heads of salmon pink flowers are displayed over a long period above ferny foliage from June to September. A good cut flower. For a sunny  adequately drained position. Height in flower 90cm,1L,1,0,A\Achillea-Salmon-Beauty-(2).jpg,,,,,,,,
26,,Achillea,,,'Marmalade',Yarrow,ACHMARM,Broad flat heads containing a myriad of tiny flowers open dark terracotta orange and fade through burnt orange to tawny gold and finally cream. Flowers July to September. Very easy in a sunny spot.,1L,1,0,A\Achillea-Marmalade-(6).jpg,A\Achillea Terracotta.jpg,,,0,Crocus Cream,0,,0
27,,Achillea,,,'Moonshine',,,An excellent hybrid form with flat heads of soft lemon flowers freely produced over a mound of feathery grey shaded foliage. 60cm. Full sun. Ideal for poorer soils,,1,0,A\Achillea Moonshine #1.jpg,,,,1,Default,0,,0
28,,Achillea,,,'Pretty Belinda',,ACHPRETB,An excellent strong-pink achillea with broad heads of flowers and fine dark green foliage. Flower colour strengthens as the flowers age giving a pretty two-toned effect. Plants have a compact habit and good ability to stay upright. 50cm. Summer. Repeat fl,1L,1,0,A\Achillea Pretty Belinda #1.JPG,A\Achillea Pretty Belinda #2.JPG,A\Achillea Pretty Belinda #3.JPG,A\Achillea Pretty Belinda #4.JPG,0,Default,1,,0
29,,Achillea,,,'Rougham Salmon',,ACHIRS,Flat heads of salmon pink flowers are displayed over a long period above ferny foliage from June to September. A good cut flower. For a sunny  adequately drained position. Height in flower 90cm,1L,1,0,A\Achillea Rougham Salmon #2.JPG,,,A\Achillea Rougham Salmon #1.JPG,0,Default,0,,0
30,,Achillea,,,'Summerwine',,ACHSUMMW,Intense dark cerise flowers crowded in dense flat heads. Dense foliage clumps spread well to cover the ground. Excellent easily grown perennial for any soil in full sun. 75cm,,1,0,A\Achillea  Summerwine #2.JPG,A\Achillea  Summerwine.JPG,,,0,Default,0,,1
31,,Achillea,,,'Terracotta',Yarrow,ACHTER,Broad flat heads containing a myriad of tiny flowers open dark terracotta orange and fade through burnt orange to tawny gold and finally cream. Flowers July to September. Very easy in a sunny spot.,1L,1,0,A\Achillea Terracotta #1.JPG,A\Achillea Terracotta.jpg,,,0,Colchicum,0,,1
32,,Achillea,,,'Walther Funcke',,ACHWALTF,Easy to grow adaptable perennial. The colour combination of sage like grey green foliage and flattened heads of burnt orange flowers is as subtle as it is beautiful. Flowers over a long period. 60cm. Full sun. Any soil,1L,1,0,A\Achillea Walther Funcke.JPG,,,,0,Default,0,,0
33,,Aconitum,x,cammarum,'Bicolor',,ACOCBI,One of the mid-season Aconites. Stiff upright stems from finely divided foliage Branching heads of flowers in June and July. The flowers are typical ‘policeman’s helmet’. The colour is anything but typical being white stained violet blue towards the edg,1L,1,0,A\Aconitum-cammarum-'Bicolor'.jpg,,,,0,Default,0,,0
34,,Aconitum,x,cammarum,'Blue Sceptre',Monkshood,,A short bushy aconite which doesn't need staking. The elegant white hooded flowers  have broad purple blue edges giving a sensational two-tone effect. Handsome dark glossy foliage. Moisture retentive soil in  cool position. POSIONOUS IF EATEN,,0,0,,,,A\Aconitum napellus subsp. napellus Anglicum closer.jpg,0,Default,1,,0
35,,Aconitum,,carmichaelii,'Arendsii',,ACOARE,A rare flowering treat in September is this magnificent monkshood with its dense heads of deep blue flowers on 5ft stems. (Sun or shade) CAUTION - ALL PARTS OF THIS PLANT ARE POISONOUS,1L,1,0,A\Aconitum carmichaelii Arendsii #4.JPG,A\Aconitum carmichaelii Arendsii #2.JPG,A\Aconitum carmichaelii Arendsii.jpg,,0,Achillea orange,0,,1
36,,Aconitum,,carmichaelii,'River Medway',,ACORIVMED,Deeply incised foliage ruby-pink on emergence turning through pale green with cream and pink margins before turning fully green. Well branched heads of typical rich blue Monkshood flowers from September to November. Shorti at 60cm. For Sun or partial shade.,1L,1,0,A\Aconitum-River-Medway-(2).jpg,,,,0,Achillea orange,0,,1
37,,Aconitum,,carmichaelii,'Royal Flush',,ACOROYAL,Beautiful upright spikes of deep clear blue hooded flowers are born in early Autumn on a short plant 60cm. This variety works hard for the garden providing rich red glossy divided foliage early in teh year from February onwards. CAUTION- POISONOUS,1L,1,0,A\Aconitum-River-Medway-(2).jpg,A\Aconitum carmichaelii Arendsii #2.JPG,A\Aconitum carmichaelii Arendsii.jpg,,0,Default,0,,0
38,,Aconitum,,carmichaelii,'Spatlese' (Wilsonii Group),,ACOSPAT,"Beautiful large pale cobalt-blue flowers in good sized heads. Belongs to the Wilsonii group which lends it handsome glossy foliage and well spaced flowers in elegant pyramidal heads with plenty of side shoots for a great display.  CAUTION - ALL PARTS OF THIS PLANT ARE POISONOUS",1L,1,0,A\Aconitum-Spatlese-(7).jpg,,,,0,Default,0,,0
39,,Aconitum,,lycoctonum,ssp. neapolitanum (lamarckii),,ACOLYC,WOLFSBANE. Tall stems with dense pyramids of narrow hooded flowers shaded ivory and green. A real treasure for part shade. 5ft CAUTION - ALL PARTS OF THIS PLANT ARE POISONOUS,1L,1,0,A\Aconitum lycoctonum subsp. neapolitanum #3.jpg,,,,0,Euphorbia Red,0,,0
40,,Aconitum,,napellus,ssp. napellus Anglicum Group,,,Densely clumped slender spikes of hooded blue flowers rise 1m over pale deeply fingered foliage in early summer. A charming native plant for lightly shaded spot. CAUTION - ALL PARTS OF THIS PLANT ARE POISONOUS,,1,0,A\Aconitum napellus subsp. napellus Anglicum closer.jpg,,,,0,Default,1,,0
41,,Aconitum,,,'Spark's Variety',,,A superb aconite with wide branching heads of sinister hooded deep violet-blue flowers in late summer. An good soil in sun or part shade. 1.5m CAUTION - ALL PARTS OF THIS PLANT ARE POISONOUS,,1,0,A\Aconitum Sparks Variety.JPG,,,,1,Default,1,,0
42,,Actaea,,matsumerae,'White Pearl',(Cimicifuga),ACTAEWP,Bugbane. An easily grown plant for cool moist shade rewarding you with some of the last blooms of the year. The  clean white bottle-brush flower spikes are borne in late autumn on tall slender stems over ferny pale foliage. Needs no staking and resists s,1L,1,0,C\Cimicifuga simplex matsumerae White Pearl #3.JPG,,,,,,,,
43,,Actaea,,pachypoda,'Misty Blue',White Baneberry. Doll's Eyes,ACTAMISTY,Handsome mounds of  dissected glaucous foliage are topped in Spring by spikes of somewhat fluffy white flowers. Remarkable pure white berries with a  black dot at the apex on bright cherry red pedicels. For the woodland garden.  CAUTION - ALL PARTS OF THIS PLANT ARE TOXIC,,1,0,A\Actaea-pachypoda-'Misty-Blue'-(1).jpg,,,,0,Default,0,,0
44,,Actaea,,rubra,f. neglecta,,,Snakeroot. Whilst the chief attraction of this  delicate plant is the autumn show of pure white plump berries; the pale foliage is a delight all season.  Ideal for woodland or waterside planting. 75 to 100cm,,1,0,A\Actea rubra f. neglecta fruit #2.jpg,,,,0,Default,0,,0
45,,Actaea,,rubra,,,,Red Baneberry. Whilst the chief attraction of this  delicate plant is the autumn show of jewel like  red berries; the pale foliage is a delight all season.  Ideal for woodland or waterside planting. 75cm,,1,0,A\Actea rubra fruit #1.jpg,,,,1,Default russet,1,,0
46,,Actaea,,simplex,'Black Negligee',(Cimicifuga),ACTAEBLNEG,Handsome plant of great distinction with its deeply divided rich purple black leaves and tall waving wand of pink budded white flowers produced as late as Oct. Dark colour becomes more apparent on older plants. Best with moist soil. No need to stake. Immu,1L,1,0,C\Cimicifuga-Hillside-Black-Beauty-(2).jpg,C\Cimicifuga simplex var simplex Brunette.JPG,,,,,,,
47,,Actaea,,simplex,'Hillside Black Beauty',(Cimicifuga),CIMIHBB,Autumn Snakeroot. Possibly the best selected black leaved form of an already extremely handsome plant. The  rich purple black leaves and tall waving wand of pink budded white flowers  are very distinguished. Leaves fade to a dark brownish green by Autumn.,1L,1,0,C\Cimicifuga-Hillside-Black-Beauty-(2).jpg,C\Cimicifuga simplex var simplex Brunette.JPG,,,,,,,
48,,Actaea,,simplex,'James Compton',(Cimicifuga),CIMIJC,Autumn Snakeroot. One of the best of the selected black leaved forms of this already extremely handsome plant. A shade less dark in the leaf than ‘Hillside Black Beauty’ but still very fine..  Best with moist soil. No need to stake. Immune to slugs,1L,1,0,C\Cimicifuga simplex var simplex Brunette.JPG,C\Cimicifuga simplex var simplex Brunette.JPG,,,,,,,
49,,Actaea,,simplex,'Pink Spike',(Cimicifuga),ACTAEPS,This variety comes with exquisite black leaves and cylindrical flower heads that have a pink tinge owing to the pink colour of the stamens.  The deeply divided black leaves and tall waving wands of pink budded white flowers produced as late as Oct are ver,1L,1,0,C\Cimicifuga simplex var simplex Pink Spike #3.JPG,C\Cimicifuga simplex var simplex Brunette.JPG,,,0,Default,0,,0
50,,Adiantum,,aleuticum,'Imbricatum',(pedatum),ADIIMB,Hardy Maidenhair fern. A delicate gem with branching croziers of pale overlapping pinnules creating a rich lacy tapestry on wiry black stems. 15-50cm. Best in a moist soil in partial  but bright shade. Prefers good air flow.,,1,0,Ferns\Adiantum-pedatum-Aleuticum.jpg,,Ferns\Fern Garden.JPG,,0,Default,0,,0
51,,Adiantum,,pedatum,'Miss Sharples',,,Hardy Maidenhair fern. A delicate little gem with erect fronds of soft golden green creating a rich feathery tapestry. 30-40cm. Best in a moist soil in partial  but bright shade. Prefers good air flow.,,0,0,,,Ferns\Fern Garden.JPG,,0,Default,1,,0
52,,Adiantum,,pedatum,ssp. subpumilum ('Aleuticum'),,,Hardy Maidenhair fern. A delicate little gem with erect fronds with soft pinnules making a rich lacy tapestry on wiry black stems. 20-40cm. Best in a moist soil in partial  but bright shade. Prefers good air flow.,,1,0,Ferns\Adiantum pedatum Aleuticum.jpg,,Ferns\Fern Garden.JPG,,1,Default,1,,0
53,,Adiantum,,pedatum,,,ADIPED,Hardy Maidenhair fern. A delicate little gem with fine branching croziers making a rich lacy tapestry on wiry black stems. 10-15cm. Best in a moist soil in partial  but bright shade. Prefers good air flow.,1L,1,0,Ferns\Adiantum pedatum.JPG,,Ferns\Fern Garden.JPG,,1,Default,0,,0
54,,Adiantum,,venustum,,,ADIVEN,"Ccreeping rootstock and will slowly colonise to form mats of the most delicate foliage which persist throughout most of the year. New fronds in Spring emerge in shades of ruby and ochre gradually darkening  to the mid-green of maturity. Cool leafy root run and some shad. 30cm tall",,1,0,Ferns\Adiantum-venustum-(3).jpg,,,,0,Default,0,,0
55,,Agapanthus,,campanulatus,'Ultramarine',,,Large spherical heads of dark blue; lily-like flowers. They enjoy a hot position & thrive on the crowded conditions of pot culture May need a deep winter mulch in the garden,,1,0,A\Agapanthus Headbourne Hybrid #1.jpg,,,,0,Agapanthus,1,,0
56,,Agapanthus,,inapertus,good blue,Drooping Agapanthus,AGAINGB,The flowers of the inapertus Agapanthus are all long and tubular rather than the usual flared trumpets and hang downwards. Fully hardy provided that the bulbs receive a good mulching in the Autumn once the leaves have all withered. 150cm in flower. Flowers are a rich blue,,1,0,A\Agapanthus-inapertus-good-blue-(4).jpg,,,,0,Agapanthus,0,,0
57,,Agapanthus,,inapertus,'Sky',Drooping Agapanthus,AGAINSKY,The flowers of the inapertus Agapanthus are all long and tubular rather than the more usual flared trumpets and hang downwards. They are fully hardy provided that the bulbs receive a good mulching in the Autumn once the leaves have all withered. 150cm. Flowers are a good sky blue,,1,0,A\Agapanthus-inapertus-Sky-(2).jpg,,,,0,Agapanthus,0,,0
58,,Agapanthus,,inapertus hybrid,'Purple Cloud',,,A superb new hybrid Agapanthus with a unique colour. Large  umbels of deep purple flowers open from exquisite black purple buds. Flower stems are 1-2m high and are borne from July to September. Hardy in a sunny well drained position,,1,0,A\Agapanthus Purple Cloud.jpg,,,,0,Agapanthus,1,,0
59,,Agapanthus,,,Arderneri hybrid,,,Abundant heads of beautiful pure white trumpets. Flowering from July to October. 60cm. For a sunny position in well drained but moisture retentive soil. Or ideal for pot culture.,,1,0,A\Agapanthus Arderneri Hybrid #1.JPG,,,,0,Default,1,,0
60,,Agapanthus,,,'Back in Black',,,A Medium sized agapanthus distinguished by its dark flower colour enhanced by near black stems. Flowering from July to October. 60cm. For a sunny position in well drained but moisture retentive soil. Or ideal for pot culture.,,1,0,A\Agapanthus Black Bhuddist #1.JPG,,,,0,Agapanthus,1,,0
61,,Agapanthus,,,'Black Buddhist',,,A Medium-Small sized agapanthus distinguished by its dark flower colour enhanced by near black stems. Flowering from July to October. 60cm. For a sunny position in well drained but moisture retentive soil. Or ideal for pot culture.,,1,0,A\Agapanthus Black Bhuddist #1.JPG,,,,0,Agapanthus,1,,0
62,,Agapanthus,,,'Black Pantha',,AGABPANTH,Good sized spherical heads of dark blue lily-like flowers carried on dark coloured stems. A most striking bold cultivar. 60cm. July-September. Agapanthus enjoy a hot position & thrive on the crowded conditions of pot culture,1L,0,0,,,,,,,,,
63,,Agapanthus,,,'Blue Giant',,AGABLUEG,Add a Mediterranean touch to the garden with large spherical heads of dark blue; lily-like flowers. They enjoy a hot position & thrive on the crowded conditions of pot culture May need a deep winter mulch in the garden. 120cm,2L,1,0,A\Agapanthus Blue Giant #1.JPG,A\Agapanthus Blue Giant #2.JPG,,,0,Default,0,,0
64,,Agapanthus,,,'Blue Triumphator',,AGABLUET,One of the best hardy hybrid Agapanthus. Large spherical heads of pale blue; lily-like flowers. They enjoy a hot position & thrive on the crowded conditions of pot culture. 100cm,2L,1,0,A\Agapanthus Blue Triumphator #1.JPG,,,,0,Default,0,,0
65,,Agapanthus,,,'Blue Umbrella',syn. A.africanus. A. umbellatus Blue,AGABLUEUM,Add a Mediterranean touch to the garden with large spherical heads of dark blue; lily-like flowers. They enjoy a hot position & thrive on the crowded conditions of pot culture May need a deep winter mulch in the garden. 140cm,2L,1,0,A\Agapanthus Blue Giant #2.JPG,A\Agapanthus Blue Giant #1.JPG,,,0,Default,0,,0
66,,Agapanthus,,,'Bressingham Hybrids',,,An excellent race of hardy hybrid Agapanthus. Large spherical heads of rich blue; lily-like flowers. They enjoy a hot position & thrive on the crowded conditions of pot culture,,1,0,A\Agapanthus Headbourne Hybrid #1.jpg,,Ferns\Fern Garden.JPG,,0,Agapanthus,1,,0
67,,Agapanthus,,,'Enigma',,AGAENIG,The first bicolour agapanthus to be bred in the UK by Ken Rigney. Neither blue nor white but a beautiful combination of both. Lots of trumpet shaped flowers are borne by reddish bronze pedicels and from white buds become more and more stained at the bases,1L,1,0,A\Agapanthus-enigma-(5).jpg,,,,0,Cimicifuga,0,,0
68,,Agapanthus,,,'Flore Pleno',,AGAPFLPL,Very large open heads up to 20cm across carry flowers with lobes cut most of the way down the flower tube each one washed blue with darker royal blue stripes down the veins and edges. Each flower has at least 4 tubes nested one inside the other. A relatively short variety 45-60cm,,1,0,A\Agapanthus-Flore-Pleno-(2).jpg,,,,0,Default,0,,0
69,,Agapanthus,,,'Glacier Stream',,AGAGLACST,Abundant heads of beautiful pure white trumpets. Flowering from July to October. 60cm. For a sunny position in well drained but moisture retentive soil. Or ideal for pot culture.,2L,1,0,A\Agapanthus Glacier Stream #4.JPG,A\Agapanthus Glacier Stream #3.JPG,A\Agapanthus Glacier Stream #2.JPG,A\Agapanthus Glacier Stream #5.JPG,1,Default,0,,0
70,,Agapanthus,,,Headbourne hybrids,,AGAHEADH,A collection of the best hardy hybrid Agapanthus. Large spherical heads of rich blue; lily-like flowers. They enjoy a hot position & thrive on the crowded conditions of pot culture,1L,1,0,A\Agapanthus Headbourne Hybrid #1.jpg,,,,,,,,
71,,Agapanthus,,,'Headbourne Hybrids'  ( WHITE),,,A collection of the best hardy hybrid Agapanthus. Large spherical heads of pure white  lily-like flowers. They enjoy a hot position & thrive on the crowded conditions of pot culture,,1,0,A\Agapanthus Headbourne White.jpg,,,,0,Agapanthus,0,,0
72,,Agapanthus,,,'Jack's Blue',,AGAJACKB,A new strong growing hybrid producing deep purple blue flowers in profusion over a long period from july to oct. Grows tall to 1.5m . A real beauty. Hardy. Enjoys full sun with access to moisture,1L,1,0,A\Agapanthus Jacks Blue #1.JPG,,,,0,Agapanthus,0,,0
73,,Agapanthus,,,'Kalmthout Hybrids',,,A strong growing selection taken from seed from the Kalmthout Arboretum. Produces large rounded heads of lily like flowers predominantly in shades of blue with some whites. Enjoys full sun with access to moisture,,1,0,A\Agapanthus Headbourne Hybrid #1.jpg,,,,0,Agapanthus,1,,0
74,,Agapanthus,,,'Kingston Blue',,,Large spherical heads of dark blue; lily-like flowers. They enjoy a hot position & thrive on the crowded conditions of pot culture May need a deep winter mulch in the garden,,1,0,A\Agapanthus dwarf close.JPG,,,,0,Agapanthus,1,,0
75,,Agapanthus,,,'Peter Pan',,AGAPP,A new compact Agapanthus with a dwarf habit. Makes a good clump of leaves to 30cm and in July to September sends up many stems with umbels of mid blue flowers each petal enhanced by a darker blue stripe. Hardy in a sunny well drained position,2L,1,0,A\Agapanthus Peter Pan #5.JPG,A\Agapanthus Peter Pan #4.JPG,A\Agapanthus Peter Pan #1.JPG,A\Agapanthus Peter Pan #2.JPG,1,Agapanthus,0,,0
76,,Agapanthus,,,'Peter Pan',,AGAPP,A new compact Agapanthus with a dwarf habit. Makes a good clump of leaves to 30cm and in July to September sends up many stems with umbels of mid blue flowers each petal enhanced by a darker blue stripe. Hardy in a sunny well drained position,9cm,1,0,A\Agapanthus Peter Pan #4.JPG,A\Agapanthus Peter Pan #1.JPG,A\Agapanthus Peter Pan #5.JPG,A\Agapanthus Peter Pan #2.JPG,0,Agapanthus,0,,0
77,,Agapanthus,,,Queen Mum,,AGAQUEENM,"
This bi-coloured Agapanthus packs a punch with its huge heads crowded with white lily flowers each with a strong violet blue flush to the outside of the buds and the trumpets. It has large evergreen leaves making impressive mounds and strong stemmed flower spikes soaring up to 1m.",9cm,1,0,A\Agapanthus-Queen-Mum-(4).jpg,,,,0,Agapanthus,0,,0
78,,Agapanthus,,,'Silver Mist',,AGAPSILVM,Very refined looking variety with more than a nod towards A.'Windsor Grey'. It is fairly short at around 45cm with well shaped flower heads each carrying flowers of a pale powder blue wash striped in a diffuse cobalt. ,,1,0,A\Agapanthus-Silver-Mist-(2).jpg,,,,,,,,
79,,Agapanthus,,,'Snowball',,,A short growing Agapanthus with dense heads of double white flowers which sit above the fresh green foliage like pom-poms. They enjoy a hot position & thrive on the crowded conditions of pot culture. 50cm,,0,0,,,,,0,Default,1,,0
80,,Agapanthus,,,'Snowdrop',,,A fine hardy Agapanthus with large spherical heads of pure white  lily-like flowers. They enjoy a hot position & thrive on the crowded conditions of pot culture. 50cm,,0,0,,,,,0,Agapanthus,1,,0
81,,Agapanthus,,,'Sunfield',,AGASUNF,One of the best hardy hybrid Agapanthus. Large spherical heads of pale blue; lily-like flowers. They enjoy a hot position & thrive on the crowded conditions of pot culture. 100cm,1L,1,0,A\Agapanthus Sunfield #2.JPG,A\Agapanthus Sunfield #3.JPG,,A\Agapanthus Sunfield #1.JPG,0,Default,0,,0
82,,Agapanthus,,,'White Umbrella',syn. A.africanus. A. umbellatus 'Albus',AGAWHITU,Add a Mediterranean touch to the garden with large spherical heads of pure white; lily-like flowers. They enjoy a hot position & thrive on the crowded conditions of pot culture May need a deep winter mulch in the garden. 140cm,2L,1,0,A\Agapanthus Glacier Stream #5.JPG,,,,0,Agapanthus,0,,0
83,,Agapanthus,,,'Windsor Grey',,AGAWING,Agapanthus ‘Windsor Grey’. A subtle and very beautiful cultivar which is very easy to grow. Flower heads are large and dense with distinctly trumpet shaped flowers that point down at an angle. The colour is softest lilac fading to pink as the flower ages,1L,1,0,A\Agapanthus-'Windsor-Grey'-(2).jpg,,,,,,,,
84,,Agapanthus,,,'Wolga',,,Large spherical heads of mid-blue lily-like flowers. They enjoy a hot position & thrive on the crowded conditions of pot culture May need a deep winter mulch in the garden. A medium height variety,,1,0,A\Agapanthus Wolga #1.JPG,A\Agapanthus Wolga #2.JPG,,,0,Default,0,,1
85,,Agastache,,pallidiflora var. neomexicana,'Rose Mint',,AGASROSEM,Lovely warm rose-pink elongated (really quite long) tubular flowers in a long spike clearly defined into distinct whorls which makes it reminiscent of a betony. Calyces are also a deep pink.Smallish but distinctly upright bush to 2 feet high.,,1,0,A\Agastache-Rose-Mint-(3).jpg,,,,0,Default,0,,0
86,,Agastache,,rugosa,'Liquorice Blue' (Giant Hyssop),,AGASLIQB,An absolute magnet for bees and butterflies. Conical spikes of purple blue flowers which are produced in profusion from mid Summer until the cold weather. The flowers emerge from dark violet purple buds and pale a little in the sun giving a soft pastel ef,1L,1,0,A\Agastache-Licquorice-Blue-(2).jpg,,,,,,,,
87,,Agastache,,rugosa f. albiflora,'Alabaster',Giant Hyssop. Korean Mint. Aniseed,AGASALAB,"This showy white Agastache produces long erect green pokers studded with white nepeta -like flowers over a long season. Nice bright green nettle-like foliage yields a liquorice fragrance when brushed against. It reaches 3 feet in height with strong stiff straight stems.

",1L,1,0,A\Agastache-'Summer-Sunset'-(2).jpg,,,,,,,,
